ID;Hora de início;Hora de conclusão;Email;Nome;Primeiro Grupo;Informar o número do processo analisado.;Qual é o assunto do processo?;Qual é o resultado do recurso do contribuinte ao Carf?;Dar uma nota para a sua compreensão do texto. Se você considera que conseguiu comprender o voto resumido (lide, argumentos, decisão).;Dar uma nota para a sua compreensão do texto. Se você considera que conseguiu comprender o voto resumido (lide, argumentos, decisão).2;Dar uma nota para a coesão do texto, para o encadeamento das frases. Como o resumo exclui frases, se aparentemente as frases mais importantes foram mantidas. Se não parece haver uma lacuna entre a...
721;4/12/21 21:27:34;4/12/21 21:32:57;;;Terceiro grupo;10880973302200932;IRPJ/CSLL;Procedente ou procedente em parte;;10;10
827;4/13/21 12:03:40;4/13/21 12:04:32;;;Segundo grupo;10880973302200932;IRPJ/CSLL;Procedente ou procedente em parte;;10;10
863;4/13/21 15:09:33;4/13/21 15:11:38;;;Segundo grupo;10880973302200932;IRPJ/CSLL;Procedente ou procedente em parte;;8;7
934;4/14/21 10:56:59;4/14/21 10:59:39;;;Terceiro grupo;10880973302200932;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;9;9
1047;4/15/21 8:25:07;4/15/21 8:25:22;;;Segundo grupo;10880973302200932;IRPJ/CSLL;Procedente ou procedente em parte;;8;8
1064;4/15/21 9:35:26;4/15/21 9:36:37;;;Segundo grupo;10880973302200932;IRPJ/CSLL;Procedente ou procedente em parte;;9;8
1095;4/15/21 12:00:51;4/15/21 12:01:11;;;Terceiro grupo;10880973302200932;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;10
1184;4/15/21 19:41:01;4/15/21 19:41:44;;;Segundo grupo;10880973302200932;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;9;9
1225;4/16/21 16:04:04;4/16/21 16:06:06;;;Segundo grupo;10880973302200932;IRPJ/CSLL;Procedente ou procedente em parte;;8;8
1226;4/16/21 16:06:08;4/16/21 16:06:52;;;Segundo grupo;10880973302200932;IRPJ/CSLL;Procedente ou procedente em parte;;10;10
1261;4/17/21 16:55:03;4/17/21 16:56:48;;;Segundo grupo;10880973302200932;IRPJ/CSLL;Procedente ou procedente em parte;;8;6
28;3/23/21 17:19:12;3/23/21 17:26:37;;;Primeiro grupo;10882903439200827;NGDT - Normas Gerais de Direito Tributário;Não sei;;5;3
54;3/24/21 10:57:35;3/24/21 10:58:19;;;Segundo grupo;10882903439200827;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;9;7
98;3/25/21 16:54:47;3/25/21 16:56:37;;;Primeiro grupo;10882903439200828;IRPJ/CSLL;Procedente ou procedente em parte;;7;7
182;3/30/21 11:34:12;3/30/21 11:35:06;;;Segundo grupo;10882903439200828;Não sei;Procedente ou procedente em parte;;8;6
223;3/30/21 15:30:30;3/30/21 15:32:54;;;Primeiro grupo;10882903439200828;IRPJ/CSLL;Não sei;;1;1
297;4/4/21 11:40:10;4/4/21 11:43:53;;;Primeiro grupo;10882903439200828;Não sei;Não sei;;5;7
406;4/9/21 20:15:05;4/9/21 23:13:32;;;Segundo grupo;10882903439200828;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;9;9
462;4/11/21 14:15:34;4/11/21 14:16:07;;;Segundo grupo;10882903439200828;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;9;8
508;4/11/21 16:32:30;4/11/21 16:34:15;;;Terceiro grupo;10882903439200828;IRPJ/CSLL;Procedente ou procedente em parte;;6;7
550;4/12/21 9:21:22;4/12/21 9:24:32;;;Segundo grupo;10882903439200828;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;9;8
569;4/12/21 10:01:51;4/12/21 10:04:31;;;Terceiro grupo;10882903439200828;Não sei;Procedente ou procedente em parte;;8;8
623;4/12/21 11:42:14;4/12/21 11:44:21;;;Segundo grupo;10882903439200828;Não sei;Não sei;;10;10
739;4/12/21 21:51:41;4/12/21 21:52:39;;;Terceiro grupo;10882903439200828;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;10;10
789;4/13/21 10:24:28;4/13/21 10:25:36;;;Terceiro grupo;10882903439200828;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;9;9
792;4/13/21 10:27:56;4/13/21 10:28:44;;;Terceiro grupo;10882903439200828;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;8;8
817;4/13/21 11:51:05;4/13/21 11:53:14;;;Segundo grupo;10882903439200828;IRPJ/CSLL;Procedente ou procedente em parte;;6;6
848;4/13/21 14:36:50;4/13/21 14:39:30;;;Segundo grupo;10882903439200828;Não sei;Procedente ou procedente em parte;;5;2
923;4/14/21 10:41:18;4/14/21 10:44:57;;;Terceiro grupo;10882903439200828;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;6;6
987;4/14/21 15:09:01;4/14/21 15:10:17;;;Segundo grupo;10882903439200828;Não sei;Procedente ou procedente em parte;;10;10
1037;4/15/21 8:18:40;4/15/21 8:19:06;;;Segundo grupo;10882903439200828;Não sei;Procedente ou procedente em parte;;8;8
1076;4/15/21 10:19:39;4/15/21 10:20:19;;;Terceiro grupo;10882903439200828;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;10;10
1174;4/15/21 19:27:30;4/15/21 19:28:33;;;Segundo grupo;10882903439200828;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;10
1209;4/16/21 11:03:08;4/16/21 11:05:19;;;Segundo grupo;10882903439200828;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;6;4
1251;4/17/21 16:36:51;4/17/21 16:37:04;;;Segundo grupo;10882903439200828;Não sei;Procedente ou procedente em parte;;6;4
255;3/31/21 14:31:34;3/31/21 14:32:12;;;Segundo grupo;1098000594320077;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;8;8
15;3/23/21 16:28:21;3/23/21 16:31:15;;;Primeiro grupo;10980005943200771;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;5;3
92;3/25/21 16:37:45;3/25/21 16:39:56;;;Primeiro grupo;10980005943200772;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;3;3
131;3/26/21 11:35:53;3/26/21 11:37:30;;;Primeiro grupo;10980005943200772;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;3;1
151;3/29/21 10:58:17;3/29/21 11:06:29;;;Segundo grupo;10980005943200772;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;9;9
163;3/29/21 21:06:35;3/29/21 21:11:11;;;Terceiro grupo;10980005943200772;IRPF - Imposto de Renda Pessoa Fisica;Não sei;;3;3
197;3/30/21 13:04:20;3/30/21 13:08:22;;;Segundo grupo;10980005943200772;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;9;9
393;4/9/21 19:38:29;4/9/21 19:40:37;;;Segundo grupo;10980005943200772;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;10;10
449;4/11/21 14:07:26;4/11/21 14:07:55;;;Segundo grupo;10980005943200772;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;8;8
495;4/11/21 16:23:22;4/11/21 16:23:56;;;Terceiro grupo;10980005943200772;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;7;7
545;4/12/21 9:14:20;4/12/21 9:15:59;;;Terceiro grupo;10980005943200772;IRPF - Imposto de Renda Pessoa Fisica;Não sei;;5;5
577;4/12/21 10:08:51;4/12/21 10:09:12;;;Terceiro grupo;10980005943200772;IRPF - Imposto de Renda Pessoa Fisica;Não sei;;4;4
604;4/12/21 11:08:09;4/12/21 11:09:36;;;Segundo grupo;10980005943200772;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;9;9
744;4/12/21 22:11:48;4/12/21 22:16:31;;;Segundo grupo;10980005943200772;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;9;8
774;4/13/21 10:01:41;4/13/21 10:03:03;;;Primeiro grupo;10980005943200772;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;7;4
777;4/13/21 10:06:59;4/13/21 10:07:52;;;Terceiro grupo;10980005943200772;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;6;7
790;4/13/21 10:22:36;4/13/21 10:25:51;;;Primeiro grupo;10980005943200772;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;6;3
804;4/13/21 11:32:27;4/13/21 11:33:15;;;Segundo grupo;10980005943200772;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;10;10
910;4/14/21 10:16:17;4/14/21 10:18:05;;;Terceiro grupo;10980005943200772;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;4;4
958;4/14/21 11:18:25;4/14/21 11:19:03;;;Terceiro grupo;10980005943200772;IRPF - Imposto de Renda Pessoa Fisica;Não sei;;7;7
1010;4/14/21 19:47:09;4/14/21 19:48:42;;;Segundo grupo;10980005943200772;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;10;8
1026;4/15/21 7:50:59;4/15/21 7:51:52;;;Segundo grupo;10980005943200772;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;9;7
1106;4/15/21 12:04:14;4/15/21 12:05:01;;;Terceiro grupo;10980005943200772;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;8;8
1130;4/15/21 12:34:46;4/15/21 12:35:44;;;Terceiro grupo;10980005943200772;IRPF - Imposto de Renda Pessoa Fisica;Não sei;;9;8
1164;4/15/21 17:34:25;4/15/21 17:35:07;;;Primeiro grupo;10980005943200772;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;10;10
1216;4/16/21 12:12:53;4/16/21 12:14:00;;;Primeiro grupo;10980005943200772;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;7;6
1238;4/17/21 15:56:23;4/17/21 15:57:17;;;Segundo grupo;10980005943200772;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;9;8
870;4/13/21 15:22:39;4/13/21 15:25:10;;;Terceiro grupo;1098005943200771;IRPF - Imposto de Renda Pessoa Fisica;Não sei;;4;4
716;4/12/21 21:25:52;4/12/21 21:27:12;;;Terceiro grupo;1098091321600941;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;9;9
101;3/25/21 17:08:03;3/25/21 17:10:18;;;Primeiro grupo;10980913216200940;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;6;6
166;3/29/21 21:24:27;3/29/21 21:27:39;;;Terceiro grupo;10980913216200940;IRPJ/CSLL;Procedente ou procedente em parte;;9;9
236;3/30/21 16:49:09;3/30/21 16:50:06;;;Primeiro grupo;10980913216200940;IRPJ/CSLL;Procedente ou procedente em parte;;2;1
307;4/4/21 13:06:18;4/4/21 13:15:26;;;Primeiro grupo;10980913216200940;IRPJ/CSLL;Procedente ou procedente em parte;;6;4
316;4/4/21 17:33:48;4/4/21 17:34:59;;;Segundo grupo;10980913216200940;IRPJ/CSLL;Não sei;;5;5
416;4/9/21 23:36:53;4/9/21 23:39:07;;;Segundo grupo;10980913216200940;NGDT - Normas Gerais de Direito Tributário;Não sei;;5;2
472;4/11/21 14:20:16;4/11/21 14:20:42;;;Segundo grupo;10980913216200940;IRPJ/CSLL;Procedente ou procedente em parte;;10;10
520;4/11/21 16:42:29;4/11/21 16:43:45;;;Terceiro grupo;10980913216200940;IRPJ/CSLL;Procedente ou procedente em parte;;9;9
571;4/12/21 10:03:55;4/12/21 10:05:03;;;Terceiro grupo;10980913216200940;IRPJ/CSLL;Procedente ou procedente em parte;;7;7
601;4/12/21 10:54:24;4/12/21 11:03:54;;;Segundo grupo;10980913216200940;NGDT - Normas Gerais de Direito Tributário;Não sei;;6;4
641;4/12/21 12:44:31;4/12/21 12:45:12;;;Segundo grupo;10980913216200940;IRPJ/CSLL;Procedente ou procedente em parte;;10;10
663;4/12/21 15:06:51;4/12/21 15:08:32;;;Terceiro grupo;10980913216200940;IRPJ/CSLL;Procedente ou procedente em parte;;8;7
828;4/13/21 12:04:44;4/13/21 12:07:14;;;Segundo grupo;10980913216200940;PAF - Processo Administrativo Fiscal;Improcedente;;9;9
866;4/13/21 15:11:40;4/13/21 15:21:15;;;Segundo grupo;10980913216200940;IRPJ/CSLL;Procedente ou procedente em parte;;6;3
935;4/14/21 10:59:41;4/14/21 11:00:43;;;Terceiro grupo;10980913216200940;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;9;9
1048;4/15/21 8:25:38;4/15/21 8:25:53;;;Segundo grupo;10980913216200940;IRPJ/CSLL;Não sei;;7;7
1096;4/15/21 12:01:15;4/15/21 12:01:31;;;Terceiro grupo;10980913216200940;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;10
1136;4/15/21 12:39:27;4/15/21 12:39:57;;;Terceiro grupo;10980913216200940;IRPJ/CSLL;Procedente ou procedente em parte;;10;10
1185;4/15/21 19:42:12;4/15/21 19:42:25;;;Segundo grupo;10980913216200940;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;10
1227;4/16/21 16:06:58;4/16/21 16:07:52;;;Segundo grupo;10980913216200940;Não sei;Não sei;;5;5
1228;4/16/21 16:07:57;4/16/21 16:08:33;;;Segundo grupo;10980913216200940;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;10
1262;4/17/21 16:56:50;4/17/21 16:58:42;;;Segundo grupo;10980913216200940;IRPJ/CSLL;Não sei;;5;4
39;3/23/21 18:38:00;3/23/21 18:39:23;;;Primeiro grupo;10980913216200941;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;2;2
33;3/23/21 18:25:03;3/23/21 18:27:39;;;Primeiro grupo;10980924270200911;IRPJ/CSLL;Não sei;;3;4
99;3/25/21 16:57:30;3/25/21 17:06:08;;;Primeiro grupo;10980924270200912;IRPJ/CSLL;Procedente ou procedente em parte;;6;6
204;3/30/21 14:17:59;3/30/21 14:20:52;;;Segundo grupo;10980924270200912;IRPJ/CSLL;Procedente ou procedente em parte;;9;9
228;3/30/21 15:40:23;3/30/21 15:43:13;;;Primeiro grupo;10980924270200912;IRPJ/CSLL;Não sei;;1;1
252;3/31/21 14:29:49;3/31/21 14:31:06;;;Segundo grupo;10980924270200912;IRPJ/CSLL;Procedente ou procedente em parte;;10;9
301;4/4/21 12:23:42;4/4/21 12:32:45;;;Primeiro grupo;10980924270200912;IRPJ/CSLL;Não sei;;6;6
410;4/9/21 23:24:15;4/9/21 23:26:03;;;Segundo grupo;10980924270200912;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;8;5
514;4/11/21 16:37:45;4/11/21 16:38:13;;;Terceiro grupo;10980924270200912;IRPJ/CSLL;Procedente ou procedente em parte;;8;7
583;4/12/21 10:01:43;4/12/21 10:11:53;;;Segundo grupo;10980924270200912;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;9;9
587;4/12/21 10:15:24;4/12/21 10:17:20;;;Terceiro grupo;10980924270200912;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;7;7
629;4/12/21 11:53:26;4/12/21 12:09:47;;;Segundo grupo;10980924270200912;IRPJ/CSLL;Procedente ou procedente em parte;;10;10
731;4/12/21 21:39:46;4/12/21 21:40:33;;;Terceiro grupo;10980924270200912;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;10;10
822;4/13/21 11:56:35;4/13/21 11:57:10;;;Segundo grupo;10980924270200912;IRPJ/CSLL;Procedente ou procedente em parte;;10;10
857;4/13/21 14:57:21;4/13/21 14:58:58;;;Segundo grupo;10980924270200912;IRPJ/CSLL;Procedente ou procedente em parte;;8;8
928;4/14/21 10:51:01;4/14/21 10:52:04;;;Terceiro grupo;10980924270200912;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;8;7
989;4/14/21 15:12:28;4/14/21 15:14:09;;;Segundo grupo;10980924270200912;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;7;7
1042;4/15/21 8:22:04;4/15/21 8:22:22;;;Segundo grupo;10980924270200912;IRPJ/CSLL;Procedente ou procedente em parte;;8;8
1089;4/15/21 11:58:36;4/15/21 11:59:08;;;Terceiro grupo;10980924270200912;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;8;8
1126;4/15/21 12:32:11;4/15/21 12:32:52;;;Terceiro grupo;10980924270200912;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;10
1179;4/15/21 19:33:44;4/15/21 19:34:57;;;Segundo grupo;10980924270200912;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;10
1256;4/17/21 16:47:22;4/17/21 16:47:36;;;Segundo grupo;10980924270200912;IRPJ/CSLL;Procedente ou procedente em parte;;9;9
25;3/23/21 17:05:48;3/23/21 17:08:06;;;Primeiro grupo;11030902589200998;Não sei;Não sei;;4;3
60;3/24/21 11:31:53;3/24/21 11:33:07;;;Segundo grupo;11030902589200998;PAF - Processo Administrativo Fiscal;Improcedente;;8;9
97;3/25/21 16:50:25;3/25/21 16:53:03;;;Primeiro grupo;11030902589200998;IRPJ/CSLL;Improcedente;;7;6
178;3/30/21 11:29:31;3/30/21 11:30:43;;;Segundo grupo;11030902589200998;PAF - Processo Administrativo Fiscal;Improcedente;;7;5
220;3/30/21 15:25:30;3/30/21 15:26:45;;;Primeiro grupo;11030902589200998;IRPJ/CSLL;Improcedente;;9;7
294;4/4/21 11:25:25;4/4/21 11:29:21;;;Primeiro grupo;11030902589200998;Não sei;Não sei;;6;8
403;4/9/21 20:07:32;4/9/21 20:10:22;;;Segundo grupo;11030902589200998;Não sei;Improcedente;;9;7
459;4/11/21 14:13:43;4/11/21 14:14:14;;;Segundo grupo;11030902589200998;Não sei;Improcedente;;9;6
505;4/11/21 16:30:03;4/11/21 16:30:20;;;Terceiro grupo;11030902589200998;IRPJ/CSLL;Procedente ou procedente em parte;;7;6
543;4/12/21 9:06:05;4/12/21 9:11:23;;;Segundo grupo;11030902589200998;NGDT - Normas Gerais de Direito Tributário;Improcedente;;7;7
564;4/12/21 9:53:40;4/12/21 9:56:37;;;Terceiro grupo;11030902589200998;PAF - Processo Administrativo Fiscal;Não sei;;5;5
618;4/12/21 11:36:06;4/12/21 11:37:43;;;Segundo grupo;11030902589200998;Não sei;Improcedente;;7;7
706;4/12/21 21:12:07;4/12/21 21:14:42;;;Primeiro grupo;11030902589200998;PAF - Processo Administrativo Fiscal;Improcedente;;7;5
788;4/13/21 10:19:13;4/13/21 10:22:47;;;Terceiro grupo;11030902589200998;IRPJ/CSLL;Improcedente;;8;7
814;4/13/21 11:46:01;4/13/21 11:47:30;;;Segundo grupo;11030902589200998;IRPJ/CSLL;Improcedente;;9;9
845;4/13/21 14:26:27;4/13/21 14:29:28;;;Segundo grupo;11030902589200998;NGDT - Normas Gerais de Direito Tributário;Improcedente;;7;7
886;4/13/21 10:16:18;4/13/21 18:33:15;;;Primeiro grupo;11030902589200998;IRPJ/CSLL;Improcedente;;8;8
920;4/14/21 10:35:10;4/14/21 10:35:33;;;Terceiro grupo;11030902589200998;IRPJ/CSLL;Improcedente;;6;6
969;4/14/21 13:09:21;4/14/21 13:11:10;;;Primeiro grupo;11030902589200998;NGDT - Normas Gerais de Direito Tributário;Não sei;;5;5
986;4/14/21 15:07:18;4/14/21 15:08:59;;;Segundo grupo;11030902589200998;PAF - Processo Administrativo Fiscal;Improcedente;;8;8
1073;4/15/21 10:07:17;4/15/21 10:08:36;;;Terceiro grupo;11030902589200998;PAF - Processo Administrativo Fiscal;Improcedente;;10;10
1156;4/15/21 15:22:39;4/15/21 15:24:01;;;Terceiro grupo;11030902589200998;PAF - Processo Administrativo Fiscal;Não sei;;6;8
1171;4/15/21 19:22:46;4/15/21 19:23:21;;;Segundo grupo;11030902589200998;NGDT - Normas Gerais de Direito Tributário;Improcedente;;9;8
1248;4/17/21 16:19:35;4/17/21 16:21:58;;;Segundo grupo;11030902589200998;Não sei;Improcedente;;7;6
36;3/23/21 18:32:46;3/23/21 18:33:44;;;Primeiro grupo;11080730129201512;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;9;9
100;3/25/21 17:06:11;3/25/21 17:07:34;;;Primeiro grupo;11080730129201512;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;9;9
206;3/30/21 14:22:59;3/30/21 14:24:22;;;Segundo grupo;11080730129201512;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;6;6
231;3/30/21 15:49:05;3/30/21 15:50:03;;;Primeiro grupo;11080730129201512;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;9;7
304;4/4/21 12:49:53;4/4/21 12:51:59;;;Primeiro grupo;11080730129201512;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;9;10
313;4/4/21 17:28:16;4/4/21 17:29:01;;;Segundo grupo;11080730129201512;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;9;6
413;4/9/21 23:31:48;4/9/21 23:33:19;;;Segundo grupo;11080730129201512;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;7;5
470;4/11/21 14:19:17;4/11/21 14:19:43;;;Segundo grupo;11080730129201512;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;10;10
517;4/11/21 16:39:30;4/11/21 16:39:47;;;Terceiro grupo;11080730129201512;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;10;10
557;4/12/21 9:30:59;4/12/21 9:45:07;;;Terceiro grupo;11080730129201512;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;4;5
594;4/12/21 10:35:41;4/12/21 10:49:10;;;Segundo grupo;11080730129201512;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;7;5
632;4/12/21 12:15:07;4/12/21 12:17:06;;;Segundo grupo;11080730129201512;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;6;6
656;4/12/21 14:59:59;4/12/21 15:01:19;;;Terceiro grupo;11080730129201512;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;7;5
723;4/12/21 21:34:07;4/12/21 21:34:57;;;Terceiro grupo;11080730129201512;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;10;9
795;4/13/21 10:31:36;4/13/21 10:32:00;;;Terceiro grupo;11080730129201512;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;10;10
825;4/13/21 12:01:46;4/13/21 12:02:47;;;Segundo grupo;11080730129201512;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;9;9
860;4/13/21 15:05:54;4/13/21 15:07:04;;;Segundo grupo;11080730129201512;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;8;3
889;4/13/21 19:32:37;4/13/21 19:34:15;;;Primeiro grupo;11080730129201512;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;10;10
931;4/14/21 10:54:54;4/14/21 10:55:42;;;Terceiro grupo;11080730129201512;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;9;8
990;4/14/21 15:14:11;4/14/21 15:15:01;;;Segundo grupo;11080730129201512;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;9;9
991;4/14/21 15:15:04;4/14/21 15:16:44;;;Segundo grupo;11080730129201512;NGDT - Normas Gerais de Direito Tributário;Não sei;;5;5
1045;4/15/21 8:23:42;4/15/21 8:23:58;;;Segundo grupo;11080730129201512;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;8;8
1093;4/15/21 11:59:59;4/15/21 12:00:30;;;Terceiro grupo;11080730129201512;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;10
1133;4/15/21 12:37:02;4/15/21 12:37:23;;;Terceiro grupo;11080730129201512;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;10;10
1165;4/15/21 17:35:50;4/15/21 17:36:27;;;Primeiro grupo;11080730129201512;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;10;10
1182;4/15/21 19:38:31;4/15/21 19:39:29;;;Segundo grupo;11080730129201512;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;8;7
1210;4/16/21 11:06:34;4/16/21 11:06:57;;;Segundo grupo;11080730129201512;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;8;7
1221;4/16/21 15:59:46;4/16/21 16:00:31;;;Segundo grupo;11080730129201512;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;8;8
1222;4/16/21 16:00:37;4/16/21 16:01:31;;;Segundo grupo;11080730129201512;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;10;10
1259;4/17/21 16:52:18;4/17/21 16:53:25;;;Segundo grupo;11080730129201512;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;8;7
34;3/23/21 18:27:46;3/23/21 18:29:28;;;Primeiro grupo;11610004310200716;NGDT - Normas Gerais de Direito Tributário;Não sei;;1;1
205;3/30/21 14:21:00;3/30/21 14:22:47;;;Segundo grupo;11610004310200716;IRPJ/CSLL;Procedente ou procedente em parte;;9;8
229;3/30/21 15:43:15;3/30/21 15:44:39;;;Primeiro grupo;11610004310200716;NGDT - Normas Gerais de Direito Tributário;Não sei;;2;1
254;3/31/21 14:31:17;3/31/21 14:31:58;;;Segundo grupo;11610004310200716;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;10
302;4/4/21 12:33:17;4/4/21 12:38:27;;;Primeiro grupo;11610004310200716;NGDT - Normas Gerais de Direito Tributário;Não sei;;5;5
411;4/9/21 23:26:10;4/9/21 23:28:52;;;Segundo grupo;11610004310200716;NGDT - Normas Gerais de Direito Tributário;Improcedente;;8;5
467;4/11/21 14:18:02;4/11/21 14:18:24;;;Segundo grupo;11610004310200716;IRPJ/CSLL;Procedente ou procedente em parte;;10;10
468;4/11/21 14:18:27;4/11/21 14:18:49;;;Segundo grupo;11610004310200716;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;10
515;4/11/21 16:38:24;4/11/21 16:38:43;;;Terceiro grupo;11610004310200716;IRPJ/CSLL;Procedente ou procedente em parte;;9;8
586;4/12/21 10:11:56;4/12/21 10:15:19;;;Segundo grupo;11610004310200716;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;8;7
588;4/12/21 10:18:00;4/12/21 10:19:02;;;Terceiro grupo;11610004310200716;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;9;9
630;4/12/21 12:09:49;4/12/21 12:11:45;;;Segundo grupo;11610004310200716;Não sei;Procedente ou procedente em parte;;10;10
660;4/12/21 15:05:08;4/12/21 15:05:53;;;Terceiro grupo;11610004310200716;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;10
729;4/12/21 21:38:25;4/12/21 21:39:15;;;Terceiro grupo;11610004310200716;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;10
794;4/13/21 10:30:11;4/13/21 10:30:57;;;Terceiro grupo;11610004310200716;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;9;9
823;4/13/21 11:57:12;4/13/21 11:57:57;;;Segundo grupo;11610004310200716;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;10
